編號,縣市別代碼,地址,發放口罩藥局名稱,TM2X,TM2Y,行政區,成人口罩數量,兒童口罩數量,藥局提供時間說明,經度,緯度,口罩地圖數量紀錄時間,系統查詢總計數量,系統紀錄日期,系統當日查詢數量
397,66000,台中市太平區中興路６６號,東亞藥師大藥局,221202.7821,2669234.471,太平區,0,790,每日下午1:00~3:00販售口罩,120.716677,24.12805857,2022/2/15 15:08,889807,2021/12/12,4
398,66000,臺中市太平區中平路１６號１樓,佑昇藥局,221615.4946,2669818.852,太平區,0,1020,-,120.720726,24.13334261,2022/2/15 15:08,889812,2021/12/12,5
399,66000,台中市太平區樹孝路４５號１樓,玖裕藥局,221177.7956,2671748.492,太平區,930,730,營業時間都可以現場直接購買,120.7163811,24.15075797,2022/2/15 15:08,889801,2021/12/11,3
400,66000,台中市太平區樹孝路３１號,禾豐藥局,221152.0476,2671644.942,太平區,320,790,2月12日起每日10點販售口罩，週日無販售。,120.7161298,24.14982251,2022/2/15 15:08,889803,2021/12/11,2
401,66000,台中市太平區樹孝路４６２號,和康藥局,221572.7796,2672456.592,太平區,1920,830,口罩代售時間:星期一至六全日現場購買,120.7202539,24.15715878,2022/2/15 15:08,889795,2021/12/10,4
402,66000,台中市太平區中山路４段８６之１號,德侑健保藥局,220619.3545,2671646.639,太平區,1570,1110,每日上午8點30分開始販售口罩，售完為止,120.710888,24.149828,2022/2/15 15:08,889798,2021/12/10,3
403,66000,台中市太平區新城里樹孝路１３１號,和康中西藥局,221314.9005,2671997.522,太平區,420,100,口罩每日8時30分發口罩至銷售庫存無貨停止販售。,120.7177253,24.15300903,2022/2/15 15:08,889789,2021/12/9,7
404,66000,台中市太平區太平路１９０號,安麗兒藥局太平店,221579.3951,2668439.162,太平區,2010,810,口罩每週一至週六下午1:00、週日上午11:00開始販售，現場排隊，售完為止。(全年無休),120.7203979,24.12088429,2022/2/15 15:08,889791,2021/12/9,2
405,66000,台中市太平區興隆路１段２５０號１樓,興隆藥局,222605.9658,2667493.492,太平區,150,720,口罩周一至周日早上8:30開始販售，售完為止。(周日不休息),120.7305151,24.11236367,2022/2/15 15:08,889780,2021/12/8,2
406,66000,台中市大里區新仁路３段２２７號,優美藥師藥局,217959.1742,2667925.472,大里區,660,840,中午12點至下午3點休,120.6847939,24.11617669,2022/2/15 15:08,889782,2021/12/8,2
407,66000,台中市大里區中興路２段７２號,大里啄木鳥藥局,218184.3707,2665837.472,大里區,1870,660,-,120.6870551,24.09732803,2022/2/15 15:08,889774,2021/12/7,4
408,66000,台中市大里區金城里上興街二段４６號,英吉藥局,219347.4208,2665121.312,大里區,0,1610,上午9點開始販售，售完為止(週日休息不販售),120.6985101,24.09088457,2022/2/15 15:08,889778,2021/12/7,4
409,66000,台中市大里區大里路３９之９號１樓,天霖藥局,218304.365,2666806.222,大里區,60,290,每天08:40開始，賣完為止,120.6882142,24.1060776,2022/2/15 15:08,889767,2021/12/6,2
410,66000,台中市大里區西榮里中興路二段３３２之７號,裕祥藥局,218397.5076,2666623.701,大里區,280,1110,每日可隨時立即購買口罩,120.6891344,24.10443143,2022/2/15 15:08,889770,2021/12/6,3
411,66000,台中市大里區金城里塗城路９１７號,吉立藥局,219089.8878,2665112.292,大里區,1690,960,-,120.6959773,24.09079811,2022/2/15 15:08,889761,2021/12/5,4
412,66000,台中市大里區大明路３０６號,慈輝藥師藥局,217657.6268,2667818.912,大里區,1570,1210,-,120.6818298,24.11520838,2022/2/15 15:08,889765,2021/12/5,4
413,66000,台中市大里區西榮里益民路二段３０４號,德芳大藥局,217874.0634,2667443.772,大里區,450,630,2:45pm發號碼牌，3PM賣，全年無休,120.6839673,24.11182554,2022/2/15 15:08,889757,2021/12/4,2
414,66000,台中市大里區西榮里益民路二段１１８號,添貴藥局,217970.0294,2666934.032,大里區,1560,760,12點發號碼牌直到打烊，周日17點售口罩,120.6849226,24.10722489,2022/2/15 15:08,889757,2021/12/4,0
415,66000,台中市大里區仁化里成功二路一三０號,慈祐藥局,219946.7615,2665617.572,大里區,3120,830,口罩販售時間 星期一至星期六10:00~21:30 星期日休息,120.7043947,24.09537698,2022/2/15 15:08,889751,2021/12/3,2
416,66000,台中市大里區立新街３６９號,懷安藥局,219501.9401,2666652.232,大里區,540,940,每日上午10點憑健保卡領號碼牌， 下午3點至晚上9點憑號碼牌取口罩,120.6999977,24.10471075,2022/2/15 15:08,889755,2021/12/3,4
417,66000,台中市大里區新里里新興路２４號,永欣藥局,217188.5714,2665985.062,大里區,0,580,-,120.677257,24.0986403,2022/2/15 15:08,889747,2021/12/2,1
418,66000,台中市大里區瑞城里成功路４１９號,三德藥局,219788.7724,2664917.722,大里區,930,1190,星期一至星期六全天都販售防疫口罩，但12點到15點，18點到19點休息,120.7028553,24.08905478,2022/2/15 15:08,889749,2021/12/2,2
419,66000,台中市大里區中興路２段３３３、３３５號１、２樓,三商藥局,218471.9712,2667312.032,大里區,630,1120,-,120.6898519,24.11064807,2022/2/15 15:08,889742,2021/12/1,3
420,66000,台中市大里區大德街８９號１樓,大仁祥藥局,217522.1255,2667221.532,大里區,810,930,販售口罩時間:週一至週五8:00~21:00、週六&國定假日8:00~16:00、週日公休,120.6805102,24.10981167,2022/2/15 15:08,889746,2021/12/1,4
421,66000,台中市大里區塗城路６０３號,綠洲藥局,219879.2376,2664805.362,大里區,1120,400,口罩販售時間:週一至週六9:00開始,120.7037474,24.08804197,2022/2/15 15:08,889731,2021/11/30,5
422,66000,臺中市大里區仁化路４９７號,仁一藥局,219557.2499,2665702.541,大里區,1150,700,每天早上9點30分開始販售~不分時間~售完為止~星期一到星期日都賣,120.7005617,24.09613674,2022/2/15 15:08,889739,2021/11/30,8
423,66000,台中市大里區益民路２段１２號１樓,華信藥局,218371.1444,2666851.732,大里區,3680,2270,每日早上8點半準時開賣，賣完為止,120.6888701,24.10648986,2022/2/15 15:08,889723,2021/11/29,3
424,66000,台中市大里區成功路３８５號,福至藥局,219763.9176,2664809.332,大里區,0,130,6/12.6/14正常營業,120.7026131,24.08807561,2022/2/15 15:08,889726,2021/11/29,3
425,66000,臺中市大里區健民路８３－８號,健民藥局,222535.5659,2665162.772,大里區,80,930,-,120.7298667,24.09131754,2022/2/15 15:08,889716,2021/11/28,6
426,66000,台中市和平區東關路３段１３５號,八醫健保藥局和平店,238666.5309,2674274.333,和平區,2070,1050,-,120.8884551,24.17378751,2022/2/15 15:08,889720,2021/11/28,4
427,66000,臺中市北屯區松竹路２段３０５號,中貞藥局,218789.5635,2675292.712,北屯區,0,740,無,120.6928039,24.18271414,2022/2/15 08:41,889699,2021/11/27,4
428,66000,臺中市北屯區中清路２段６００號１樓,百禾藥局中清店,216056.1094,2675321.425,北屯區,2870,1180,防疫口罩固定周一至周六下午2:30開始販賣,120.6658989,24.18291681,2022/2/14 23:53,889710,2021/11/27,11
429,66000,臺中市北屯區軍功路一段７５２號,北屯軍功藥局,221481.4784,2674479.964,北屯區,0,310,口罩販售時間：14:00 - 16:00,120.7193155,24.17542671,2022/2/14 23:53,889691,2021/11/26,1
430,66000,臺中市北屯區環中東路二段２６６、２６８號１樓,新一代何藥局,221616.8589,2674506.798,北屯區,880,890,每日僅兩時段販售，早上9:00-12:00以及下午4:00-11:00，其餘時段皆不販售，口罩售完為止,120.7206474,24.17567145,2022/2/14 23:53,889695,2021/11/26,4
431,66000,臺中市西區向上路一段３５９號１樓,向上中西藥局,215050.8184,2671290.395,西區,1440,1130,週一至週六上午08:30開始販售口罩，售完為止,120.6561017,24.14649775,2022/2/14 23:53,889679,2021/11/25,3
432,66000,台中市西區三民路一段９５－１號１樓,太信藥局,216437.6033,2669816.579,西區,2470,850,請早上09:00→健保卡&口罩,120.6697816,24.13322041,2022/2/14 23:53,889690,2021/11/25,11
433,66000,臺中市大里區中興路二段１５３－３號１樓,東裕藥局,218405.3875,2666748.132,大里區,690,990,每日僅售一時段，早上10:00-12:00或者晚上19:00-21:00，以藥局門口公告為準，現場排隊登記 (周日休息),120.6892092,24.10555511,2022/2/14 23:53,889673,2021/11/24,3
434,66000,臺中市大甲區仁愛街５８號,百禾藥局,211307.7001,2693525.628,大甲區,2300,840,周一到周六全天販售防疫口罩，周三下午及周日全天休息,120.6186722,24.34717415,2022/2/14 23:53,889676,2021/11/24,3
435,66000,台中市潭子區中山路二段３８４之７號,久祥藥局,220101.9821,2678802.863,潭子區,0,880,前往領藥前先電話洽詢；9:30可以販售口罩，惟遇有領處方箋病患時，須禮讓病患優先領藥後再販售口罩。,120.7056488,24.21443356,2022/2/14 23:53,889666,2021/11/23,3
436,66000,臺中市大肚區沙田路一段５０４號,同利藥局,205632.7573,2668840.318,大肚區,0,650,6月12日上午..下午.6月14日上午營業,120.5635054,24.12413869,2022/1/27 10:05,889670,2021/11/23,4
437,66000,台中市太平區樹德路９７－６號,興明健保藥局,220666.4534,2672024.232,太平區,10,0,早上9:30開始販售口罩,120.7113438,24.15323827,2022/1/14 09:50,889652,2021/11/22,3
438,66000,台中市太平區中山路３段８５號,中美藥師藥局,221271.3691,2671510.982,太平區,20,420,-,120.7173066,24.14861513,2022/1/5 15:41,889663,2021/11/22,11
439,66000,台中市霧峰區中正路１１６２號,祥暘藥局,219453.1414,2662884.087,霧峰區,3480,790,口罩販售時間:早上10點~晚上7點 請自備零錢 恕不挑色~假日不販售口罩 敬請配合~謝謝,120.699597,24.07068591,2022/1/5 15:41,889644,2021/11/21,4
440,66000,台中市龍井區新興路３７號,上華藥局,208156.6408,2675112.922,龍井區,5800,1510,防疫口罩販賣時間下午1點30芬開始販售至3點整.,120.5881539,24.180844,2022/1/5 15:41,889649,2021/11/21,5
441,66000,台中市龍井區國際街１５３號,健安藥局,208909.2946,2675843.702,龍井區,2770,2100,口罩販賣時段：週一至週六全天，週日晚上6：00,120.595541,24.18746214,2022/1/5 15:41,889639,2021/11/20,2
442,66000,台中市烏日區三民街１５７號,上齊健保藥局,211578.9621,2666984.358,烏日區,1800,1620,週一至週五上午10點開始代售防疫口罩，週六週日不售口罩。,120.6220536,24.10753675,2022/1/5 15:41,889640,2021/11/20,1
443,66000,臺中市大雅區月祥路９１２號,保昇藥局,212339.2345,2681736.661,大雅區,2700,890,即日起周一到周六早上8點現場販售，售完為止,120.6291476,24.2407563,2022/1/5 15:41,889633,2021/11/19,5
444,66000,台中市大雅區雅潭路三段５９６號,江內藥局,216290.3245,2678987.973,大雅區,7600,1790,週一~週六9:00-12:00及16:00-賣完，兩時段開放購買口罩,120.6681185,24.2160278,2022/1/5 15:41,889637,2021/11/19,4
445,66000,台中市后里區民生路１２３號,后里東亞大藥局,221212.8681,2689063.225,后里區,5880,1340,實名制口罩販賣時間:周一至周六下午2::00~3:00及晚上8:30~9:30兩時段,120.7163801,24.30709674,2022/1/5 15:41,889624,2021/11/18,2
446,66000,臺中市梧棲區梧棲路９３號,立達大藥局,202185.8216,2683408.274,梧棲區,3490,1190,口罩販賣時間早上9點後,120.5291119,24.25557279,2022/1/5 15:41,889628,2021/11/18,4
447,66000,台中市沙鹿區沙田路１４６號,濟生一藥局,205274.5225,2681285.428,沙鹿區,10,2380,即日起，每日販售防疫口罩,120.5595956,24.23649669,2022/1/5 15:41,889616,2021/11/17,7
448,66000,臺中市豐原區中正路２７４號,瑞康藥局,221171.969,2682928.361,豐原區,410,590,防疫口罩販賣時段：星期一至五上午9：00，星期六下午3：00開始販賣，。,120.7161003,24.25170346,2022/1/5 15:41,889622,2021/11/17,6
449,66000,臺中市豐原區中正路４４３號１樓,富鈞藥師藥局,220761.4906,2682811.812,豐原區,170,50,防疫口罩販賣時段：早上08：30-早上10：30其他時間不販售,120.7120603,24.25064352,2022/1/5 15:41,889609,2021/11/16,4
450,66000,台中市豐原區中山路３４９號,誠品藥局,221060.2425,2682631.279,豐原區,2780,840,星期一至星期六早上8點30開始販售，現場排隊，售完為止。,120.715006,24.249019,2022/1/5 15:41,889605,2021/11/15,8
451,66000,臺中市大雅區建興路１４３號,樂心藥局,216064.1262,2679036.456,大雅區,390,460,每日上午10:00發放號碼牌且開始販售。星期日公休,120.6658904,24.2164607,2022/1/5 15:41,889597,2021/11/14,9
452,66000,臺中市潭子區中山路１段４３－１號,佳福藥局,219758.0715,2676250.477,潭子區,2950,720,每日中午12:00至下午3:00休息,120.7023165,24.19138093,2022/1/5 15:41,889588,2021/11/13,6
453,66000,臺中市清水區光復街１１０－２號１樓,千順藥局,206867.2498,2685129.097,清水區,2150,1180,星期一至星期五，中午1230~1400販售口罩。,120.5751633,24.27124586,2022/1/5 15:41,889582,2021/11/12,6
454,66000,臺中市太平區樹德路９８－１號,信康藥局,220690.645,2672007.162,太平區,810,1830,-,120.7115822,24.15308459,2022/1/5 15:41,889574,2021/11/11,2
455,66000,臺中市太平區中山路４段１１號,太平中山藥局,220920.1866,2671588.213,太平區,3670,1860,口罩販售時間：14:00 - 16:00,120.7138494,24.14930603,2022/1/5 15:41,889576,2021/11/11,2
456,66000,臺中市西區美村路一段３４２號１樓,早齋藥局,215598.7781,2671156.836,西區,590,200,周一至周六09:00-11:00販售口罩,120.6614967,24.14530386,2022/1/5 15:41,889565,2021/11/10,1
457,66000,臺中市西區美村路一段６２號１樓,美村大藥局,215598.0614,2672008.083,西區,200,1260,周一至周六，限定9:30~下午6點販售口罩，其餘時間停售,120.6614694,24.15298996,2022/1/5 15:41,889572,2021/11/10,7
458,66000,臺中市東區旱溪街８０之１１號,快安堂藥局,219045.6696,2670621.338,東區,1370,650,-,120.6954247,24.14054015,2022/1/5 15:41,889561,2021/11/9,3
459,66000,臺中市西屯區四川路１９０號,信心藥局,215030.665,2672836.7,西屯區,3230,2100,每天早上09:00開始販售口罩，售完為止，星期日公休,120.655866,24.16045925,2022/1/5 15:41,889564,2021/11/9,3
460,66000,臺中市北區忠明路４４２號１樓,杏一北區忠明藥局,216499.3099,2673085.872,北區,1030,820,109/3/1起防疫口罩每周一至周六12:00~20:00販售。每周日因人力不足因素暫停販售一天。,120.670313,24.162741,2022/1/5 15:41,889556,2021/11/8,4
461,66000,臺中市北區學士路１５５號１樓,瑞昌藥局,217549.8725,2672603.451,北區,0,260,每日中午9:00開始販售，販售至21:30(周日不販售),120.6806625,24.15840709,2022/1/5 15:41,889558,2021/11/8,2
462,66000,臺中市南區復興路一段４４７號,全太藥局,215159.8397,2668022.175,南區,1480,500,-,120.6572531,24.11699055,2022/1/5 15:41,889549,2021/11/7,2
463,66000,台中市東區東英八街１０６號１樓,群益藥局,220187.6497,2670723.347,東區,960,710,周一~周六口罩銷售時間8:30-12:00，其餘時間和周日全天停止販售口罩,120.706659,24.14148322,2022/1/5 15:41,889552,2021/11/7,3
464,66000,臺中市北屯區太原路三段１４７號１樓,祥和藥局,218513.4693,2673338.913,北屯區,3010,1060,口罩販售：下午1點到3點，晚上8點到10點,120.690129,24.16506732,2022/1/5 15:41,889541,2021/11/6,5
465,66000,臺中市北屯區東山路一段３００－２號,帥帥藥局,221571.5595,2674514.856,北屯區,2450,2130,星期一至星期五早上8:30-10:30販賣口罩，星期六.日休息。,120.7202014,24.17574339,2022/1/5 15:41,889547,2021/11/6,6
466,66000,台中市南區樹義里大慶街二段３??４號,鴻儀大藥局,214704.2392,2667698.07,南區,1550,1180,周一到周六下午3:00-5:00販賣防疫口罩，周日休息,120.652779,24.114054,2022/1/5 15:41,889532,2021/11/5,1
467,66000,台中市南區工學路５３號,保健藥局,216035.4629,2667983.736,南區,1000,510,週一至週日早上9:30發號碼牌,120.665868,24.11666256,2022/1/5 15:41,889536,2021/11/5,4
468,66000,台中巿南區德義里忠孝路２號,慧寧藥局,217002.6613,2669083.83,南區,3900,0,固定上午9:00至11:00共2小時販賣防疫口罩(週日公休),120.6753578,24.12661614,2022/1/5 15:41,889522,2021/11/4,3
469,66000,臺中市北屯區大連路一段５４－１號,合健藥局,216738.908,2674515.115,北屯區,1200,820,口罩星期一到星期六，販賣時間12:00~18:00.,120.672638,24.17565104,2022/1/5 15:41,889531,2021/11/4,9
470,66000,臺中市南屯區東興路二段２７９號１樓,美十樂藥局,214718.3192,2670981.655,南屯區,1640,1800,持健保卡現領，共200份成人，20份兒童。發完為止,120.6528375,24.14370265,2022/1/5 15:41,889513,2021/11/3,4
471,66000,臺中市南屯區大墩路３２３號１樓,富康藥局,214397.7601,2671080.336,南屯區,2650,1310,固定周一到周日上午10:00開始營業,120.6496809,24.14458646,2022/1/5 15:41,889519,2021/11/3,6
472,66000,臺中市南屯區大墩１７街１２３號１樓,成記大藥局,214240.5291,2672281.571,南屯區,1200,390,週一至週六13：00開始販售防疫口罩。,120.6481041,24.15542913,2022/1/5 15:41,889501,2021/11/2,2
473,66000,臺中市南屯區干城街３０５號,澄光人文藥局,212834.076,2671975.166,南屯區,1590,820,周一~六8:30-11:00/17:00-22:00，現場購買，其餘時間不販售實名制口罩。,120.6342718,24.15262999,2022/1/5 15:41,889509,2021/11/2,8
474,66000,臺中市南屯區河南路四段３７６號,熊大心藥局,213104.5217,2671910.726,南屯區,6410,1210,中午12:00-15:00休息。,120.6369347,24.1520545,2022/1/5 15:41,889341,2021/11/1,-144
475,66000,臺中市南屯區大墩路２６１號,瑞安藥局,214401.0148,2670906.574,南屯區,680,1100,周一到周日每日早上9:00開始，賣完為止，營業至晚上22:00。,120.6497172,24.1430176,2022/1/5 15:41,889499,2021/11/1,158
476,66000,臺中市西屯區黎明路三段２２１、２２３號1樓,全成西屯藥局,213148.1709,2674703.539,西屯區,4940,1520,每日8:30~21:00販售口罩,120.637293,24.1772724,2022/1/5 15:41,889341,2021/10/31,-127
477,66000,臺中市豐原區三豐路一段２０５號,快安藥局,221631.7823,2683709.952,豐原區,0,130,-,120.7206131,24.25876896,2022/1/5 15:41,889485,2021/10/31,144
478,66000,台中市豐原區西勢里西安街５６號,瑞輝藥局,220912.6034,2682670.272,豐原區,1000,1180,每日早上8:30發號碼牌後開賣,120.7135513,24.24936834,2022/1/5 15:41,889341,2021/10/30,-110
479,66000,台中市豐原區中正路二二八號,林芳泉藥局,221289.838,2682956.807,豐原區,1000,1460,每日 9:30 排隊方式販售。,120.7172605,24.25196247,2022/1/5 15:41,889468,2021/10/30,127
480,66000,台中市北屯區崇德路二段２１７號,崇德啄木鳥藥局,218018.0252,2674355.394,北屯區,10250,1290,每天早上8點40分發放號碼牌發售口罩，當天領取。,120.6852307,24.17423539,2022/1/5 15:41,889341,2021/10/29,-103
481,66000,台中市南屯區黎明路二段２８４號,甜心藥局,212997.5914,2671534.842,南屯區,1710,1120,固定周一到周六，早上8:00開始販賣防疫口罩(中午12:00~15:00休息),120.6358921,24.14865806,2022/1/5 15:41,889451,2021/10/29,110
482,66000,台中市南屯區南屯路２段１１９號,??安藥局,214630.2931,2670112.578,南屯區,1980,2540,固定周一~周六 09:00~ 12:00 ， 15:00~21:00 開始代售口罩 ; 12:00~15:00 午休,120.6519926,24.13585357,2022/1/5 15:41,889341,2021/10/28,-86
483,66000,台中市南屯區黎明路２段２８１號１樓,康元藥局,212956.9022,2671531.724,南屯區,5770,3860,星期一至星期五 早上9點~11點販售口罩,120.6354918,24.14862895,2022/1/5 15:41,889444,2021/10/28,103
484,66000,臺中市西屯區福和里中工三路１５６號,德康藥局,211202.2546,2674719.133,西屯區,380,520,每天早上10:00開始發號碼牌當場領口罩,120.6181406,24.17736644,2022/1/5 15:41,889341,2021/10/27,-77
485,66000,台中市西屯區西墩里黎明路三段５７號,大東藥局,213109.8848,2674186.046,西屯區,2380,2240,週一~週六早上開始販售口罩至售完為止，週日不定時營業,120.6369294,24.17259896,2022/1/5 15:41,889427,2021/10/27,86
486,66000,台中市北區賴村里大德街１４９號１Ｆ,大多福藥局,217318.6352,2672879.95,北區,6710,2370,請勿電話詢問口罩顏色及品牌上午9點開始發售週日休息,120.6783807,24.16089889,2022/1/5 15:41,889341,2021/10/26,-63
487,66000,台中市北區學士路１３號之１樓,學士藥局,217715.0032,2672084.45,北區,0,20,固定周一到周日，早上9:00開始發放號碼牌及販賣防疫口罩,120.6822991,24.15372429,2022/1/5 15:41,889418,2021/10/26,77
488,66000,台中巿北區淡溝里民權路４０３號,大祥藥局,216501.2088,2672576.16,北區,60,1590,-,120.6703435,24.15813873,2022/1/5 15:41,889341,2021/10/25,-43
489,66000,台中市北區五權路２７９號１樓,中心藥局,217252.1873,2671859.704,北區,1850,2100,口罩每日上午8:00發放號碼牌，依序販售。全年無休。,120.6777499,24.15168545,2022/1/5 15:41,889404,2021/10/25,63
490,66000,臺中市東勢區東崎路５段４０９號,健生藥局,232990.4296,2682859.768,東勢區,0,10,每天早上8點開始健保卡掛號領口罩，如有異動會事先公告,120.8324893,24.25125678,2021/12/30 11:44,889341,2021/10/24,-34
491,66000,台中市北屯區平德路１２２巷１號,美得康藥局,216508.9005,2675552.03,北屯區,0,10,防疫口罩上午10：30開始販售至晚上10：30，售完為止。,120.6703502,24.18500869,2021/12/28 20:11,889384,2021/10/24,43
492,66000,台中市東勢區東安里豐勢路４２１號,仁生藥局,232591.8978,2683434.904,東勢區,0,50,早上8:00 開始販售，售完為止! (13:00-15:00 休息) 週日有庫存會持續販售，均以現場為準!,120.8285576,24.25644545,2021/12/25 09:08,889341,2021/10/23,-25
493,66000,台中市太平區宜欣二路７２號,衛民藥局,221183.6718,2671061.982,太平區,500,530,早上八點開始賣口罩  快速,120.7164526,24.14455937,2021/12/6 11:11,889375,2021/10/23,34
494,66000,台中市大里區瑞城里塗城路５０３號,聯鎰藥局,220125.0216,2664731.632,大里區,1350,2230,每日09:00發號碼牌並領取口罩服務時間請洽詢藥局,120.7061663,24.0873809,2021/12/6 11:11,889341,2021/10/22,-14
495,66000,台中市北屯區東山路１段１８８－７號,福益藥局,220458.8974,2673974.916,北屯區,910,870,<防疫口罩事宜> 星期一至六 8:30~12:00,120.7092615,24.17084764,2021/12/6 11:11,889366,2021/10/22,25
496,66000,臺中市北屯區山西路二段２６２號,小蕃茄藥局,217140.6567,2674468.414,北屯區,6070,1780,上午10:00~12:00、下午15:00~21:20，現場販售，售完為止。週日休。,120.6765931,24.1752378,2021/12/6 11:11,889341,2021/10/21,0
497,66000,臺中市后里區文明路１３３號１樓,后里藥局,221216.0027,2689027.483,后里區,3590,1220,-,120.7164117,24.30677408,2021/12/6 11:11,889355,2021/10/21,14
498,66000,臺中市太平區中山路４段２２０號,藥源藥局,219704.4359,2671464.922,太平區,740,930,周一至周六9:00~9:30營業，星期日，國定假日公休,120.7018889,24.1481699,2021/12/6 11:11,889341,2021/10/20,13
499,66000,臺中市烏日區榮和路１５１號、１５３號１樓,烏日安德藥局,209110.2865,2667302.606,烏日區,420,710,開始營業即有配合政府實名制販售，售完於門口張貼公告,120.5977608,24.1103483,2021/11/30 17:50,889328,2021/10/19,9
500,66000,臺中市外埔區中山路２９０號,政修藥局,215177.6325,2691660.782,外埔區,1730,1840,政府防疫口罩每日早上7:45發放號碼牌，8:05依序販售口罩，售完為止,120.6568567,24.33042751,2021/11/30 17:50,889319,2021/10/18,6
501,66000,臺中市豐原區水源路５９５號１樓,豐原百宏中西藥局,222540.7129,2683291.278,豐原區,1720,1170,口罩販賣早上09:30至21:00,120.7295727,24.25500486,2021/11/30 17:50,889313,2021/10/17,9
502,66000,臺中市太平區光興路８３１號,聖康佳禾藥局,222627.4711,2667464.542,太平區,1140,1400,周一至下午2:30(150份).晚上7.30(50份)  周六.日下午2點半,120.7307272,24.11210264,2021/11/30 17:50,889304,2021/10/16,8
503,66000,台中市南區永興里高工路３４９號,陳信安藥局,216095.5342,2667716.786,南區,1830,1180,星期一至六販售到晚上10點，星期日休息,120.6664652,24.11425348,2021/11/30 17:50,889296,2021/10/15,10
504,66000,台中市西區民生路１５９號１樓,婕康藥妝藥局,216561.2364,2670868.417,西區,2690,1760,每日下午3-5點 當場販售口罩,120.6709737,24.14272036,2021/11/15 17:20,889286,2021/10/14,11
505,66000,台中市西區忠明里美村路一段９６號,德星藥局,215602.2324,2671909.053,西區,210,1210,營業時間11:00~20:00販售口罩，售完為止，週六上午，週日休息,120.6615128,24.15209589,2021/11/15 17:20,889275,2021/10/13,12
506,66000,台中巿西區三民西路１６１號,富永藥局,215833.8833,2669448.541,西區,1210,90,每日早上8:30開始販售防疫口罩到售完。,120.6638504,24.12988434,2021/11/15 17:20,889263,2021/10/12,8
507,66000,台中市東區東信里十甲東路４０６巷１號１樓,七星中西藥局,220130.4046,2670119.579,東區,2790,1650,口罩AM9:00開賣,120.7061082,24.13603054,2021/11/15 17:20,889255,2021/10/11,11
508,66000,臺中市中區臺灣大道一段９５號,正三吉藥局,217792.8019,2670466.14,中區,3930,500,1400~1700只開放此時段購買口罩,120.6831007,24.13911373,2021/11/15 17:20,889244,2021/10/10,13
509,66000,台中市西區土庫里忠明南路３４８號,立安藥局,215146.2051,2670227.088,西區,1870,1130,每天09:00開始依排隊先後序開始發放號碼牌並配售口罩，售完為止。,120.6570659,24.136899,2021/11/15 17:20,889231,2021/10/9,13
510,66000,臺中市北屯區崇德路二路二段１５７號１樓,長幼藥局,218049.1743,2674702.044,北屯區,1060,250,防疫口罩於每天早上9點整開賣，採現場排隊無號碼牌，賣完為止,120.6855296,24.177366,2021/11/15 17:20,889218,2021/10/8,17
511,66000,臺中市北屯區昌平路１段１０５－８號,康美得藥局,218536.1601,2674298.854,北屯區,2750,1360,-,120.6903314,24.17373531,2021/11/15 17:20,889201,2021/10/7,27
512,66000,臺中市南屯區大墩路７３２號,康詮藥師藥局,214425.2252,2672045.822,南屯區,8470,1580,周一到周六販售時間早上10:00到中午12點,120.6499274,24.15330468,2021/11/15 17:20,889174,2021/10/6,18
513,66000,臺中市西屯區智惠街１５６號１樓,杏東美藥局,213809.9523,2673931.48,西屯區,7950,2520,周一到周六固定08:30依序販售口罩，售完為止.公休日除外),120.6438257,24.17031668,2021/11/15 17:20,889156,2021/10/5,17
514,66000,臺中市南屯區忠勇路４６之３號１樓,嶺東藥局,210673.1648,2670522.216,南屯區,2220,110,固定周一到周六，早上8:00開始登記，10:00開始教號碼販賣防疫口罩,120.6130474,24.13945857,2021/11/15 17:20,889139,2021/10/4,15
515,66000,台中市北屯區中清路２段３１６號,科學藥局,216325.9319,2674856.637,北屯區,6900,520,-,120.6685655,24.17872594,2021/11/15 17:20,889124,2021/10/3,12
516,66000,台中市英才路２２９號,英才藥局,216875.6627,2672292.321,北區,2230,2260,上午9~10:30及下午5~6:30依序發售口罩，週日公休。,120.6740349,24.15558379,2021/11/15 17:20,889112,2021/10/2,19
517,66000,台中市西屯區何安里西屯路二段９５之２３號,宏光藥局,215047.8088,2673378.787,西屯區,830,1150,星期一至六早上8:10分開始販賣口罩(免號碼牌，依序隨到隨售，售完為止。),120.6560216,24.16535425,2021/11/15 17:20,889093,2021/10/1,20
518,66000,台中市南屯區中和里黎明路一段３８號,萬安藥局,212001.1159,2667596.285,南屯區,2030,1340,每日上午8點到12點發放口罩,120.6261902,24.11307221,2021/11/15 17:20,889073,2021/9/30,11
519,66000,台中市西屯區西屯路３段１５９－６０號,典安大藥局,211157.9142,2675904.668,西屯區,680,1040,每天9:30發100份成人.10份兒童口罩   18:30發100份成人.10份兒童口罩,120.6176723,24.18806973,2021/11/15 17:20,889062,2021/9/29,17
520,66000,臺中市西區美村路１段５９２號,嶸曜藥局,215599.2577,2670328.991,西區,1880,1090,週一至週六11:30至21:30販賣防疫口罩，週日休息,120.6615211,24.13782905,2021/11/15 17:20,889045,2021/9/28,18
521,66000,臺中市西區美村路一段６８１、６８３號１樓,德芳美村藥局,215627.8239,2670058.138,西區,4470,0,下午3:00 開始販售口罩。,120.6618086,24.13538407,2021/11/15 17:20,889027,2021/9/27,19
